X,Y,OBJECTID,STOPID,STOPCODE,STOPNAME,STOPDESC,LOCATIONTYPE,STOPLAT,STOPLON,PARENTSTATION,MODE
1752350.9842,5934638.7675,437235,3553-788f5a24,3553,Mitre 10 Albany,,Stop,-36.72174,174.706,,Bus
1759108.5569,5925375.2195,437236,3554-27d941cb,3554,Rutherford Street,,Stop,-36.8041,174.78357,,Bus
1759112.7605,5925552.7147,437237,3556-d7b7ab36,3556,Northboro Road/Eversleigh Road,,Stop,-36.8025,174.78358,,Bus
1758833.2863,5925737.7164,437238,3558-8fed113f,3558,Birchfield Road,,Stop,-36.80088,174.78041,,Bus
1751026.0586,5934636.7357,437239,3559-9899521d,3559,The Avenue,,Stop,-36.72197,174.69117,,Bus
1758608.4782,5925887.2873,437240,3560-254e91f3,3560,Northboro Road/Jutland Road,,Stop,-36.79957,174.77786,,Bus
1751052.7929,5934632.9344,437241,3561-4d5ff7ed,3561,The Avenue,,Stop,-36.722,174.69147,,Bus
1758680.6662,5926073.5062,437242,3562-2ad0bbc0,3562,Jutland Road/Lake Road,,Stop,-36.79788,174.77863,,Bus
1751436.3219,5934244.3935,437243,3563-ce23f991,3563,Albany Village,,Stop,-36.72544,174.69584,,Bus
1758160.4445,5926513.7797,437244,3564-a8f47faf,3564,Esmonde Road,,Stop,-36.794,174.77271,,Bus
1752077.4667,5933625.9725,437245,3565-65ac079e,3565,Massey University,,Stop,-36.73091,174.70314,,Bus
1758016.6001,5926747.2886,437246,3566-5bdabda7,3566,Burns Avenue/Bracken Avenue,,Stop,-36.79192,174.77105,,Bus
1758041.6903,5927186.3146,437247,3568-f27e3073,3568,Stop B Takapuna,,Stop,-36.78796,174.77124,41123-5e6e51b3,Bus
1751028.7869,5933121.8561,437248,3571-a3bf69ad,3571,Summerfield Lane,,Stop,-36.73562,174.6915,,Bus
1749532.6183,5935521.9208,437249,3573-215cce06,3573,Albany Heights Road,,Stop,-36.71423,174.67428,,Bus
1751066.384,5932873.7136,437250,3575-336962a9,3575,Bass Road,,Stop,-36.73785,174.69197,,Bus
1751103.3783,5932743.2169,437251,3577-67284356,3577,Princeton Parade,,Stop,-36.73902,174.69241,,Bus
1751452.5149,5934250.7654,437252,3578-83369bce,3578,Albany Village,,Stop,-36.72538,174.69602,,Bus
1751127.8038,5932457.5743,437253,3579-ee305720,3579,Kristin School,,Stop,-36.74159,174.69274,,Bus
1752224.1643,5933536.8001,437254,3580-7188cdf1,3580,Albany Expressway/Albany Mega Centre,,Stop,-36.73169,174.7048,,Bus
1751171.5853,5931903.0247,437255,3581-9c3282e4,3581,Oak Manor Drive,,Stop,-36.74658,174.69334,,Bus
1751199.2708,5931549.6276,437256,3583-11752802,3583,Albany Junior High School,,Stop,-36.74976,174.69372,,Bus
1751379.1827,5931270.1092,437257,3585-b096a30e,3585,Albany Highway/Schnapper Rock Road,,Stop,-36.75225,174.69579,,Bus
1752432.0271,5933621.8796,437258,3586-e968aba6,3586,Albany Mega Centre,,Stop,-36.73089,174.70711,,Bus
1752807.9577,5933763.8809,437259,3587-5ce383f6,3587,Northridge Plaza,,Stop,-36.72955,174.71129,,Bus
1752788.45,5933771.9979,437260,3588-6006c6e9,3588,Northridge Plaza,,Stop,-36.72948,174.71107,,Bus
1752478.4434,5933619.9424,437261,3589-0ccc7653,3589,Albany Mega Centre,,Stop,-36.7309,174.70763,,Bus
1752241.7734,5930062.881,437262,3591-b4334d35,3591,Dene Court Lane,,Stop,-36.76299,174.70569,,Bus
1751017.3046,5933179.7668,437263,3592-208fe414,3592,Summerfield Lane,,Stop,-36.7351,174.69136,,Bus
1751666.1195,5929324.0211,437264,3593-a097c127,3593,Kereru Grove,,Stop,-36.76974,174.69939,,Bus
1751132.0344,5932242.2042,437265,3594-ff393aaa,3594,Rosedale Road,,Stop,-36.74353,174.69283,,Bus
1751182.7694,5931626.4938,437266,3596-9207e956,3596,Albany Junior High School,,Stop,-36.74907,174.69352,,Bus
1752170.1681,5930604.62,437267,3597-54e5baab,3597,Upper Harbour Highway,,Stop,-36.75812,174.70478,,Bus
1751380.6538,5931252.3267,437268,3598-6bfd98f4,3598,Albany Highway/Schnapper Rock Road,,Stop,-36.75241,174.69581,,Bus
1749467.3041,5928927.7603,437269,3599-85059e2c,3599,Greenhithe School,,Stop,-36.77366,174.67484,,Bus
1749118.4452,5928428.9172,437270,3601-c10ce74b,3601,Marae Road,,Stop,-36.77821,174.67103,,Bus
1749803.1167,5935152.0799,437271,3602-0aad9bdd,3602,Hobson Road,,Stop,-36.71752,174.67738,,Bus
1749494.0412,5928976.1219,437272,3603-d9d04e45,3603,Greenhithe School,,Stop,-36.77322,174.67513,,Bus
1752722.2417,5932415.9209,437273,3608-907fa186,3608,Rosedale Plaza,,Stop,-36.74171,174.7106,,Bus
1752135.1618,5932701.6135,437274,3609-af126f08,3609,Pinehurst School,,Stop,-36.73923,174.70397,,Bus
1752359.8595,5931277.0955,437275,3615-e4bdc3b2,3615,Bush Road/William Pickering Drive,,Stop,-36.75203,174.70677,,Bus
1752115.8568,5931315.8456,437276,3621-0ff4b26f,3621,Te Kea Place,,Stop,-36.75172,174.70403,,Bus
1751982.8853,5931421.4208,437277,3623-0b213b18,3623,Armstrong Road,,Stop,-36.75079,174.70252,,Bus
1751685.8221,5931791.8147,437278,3625-c16e15ec,3625,Douglas Alexander Parade,,Stop,-36.7475,174.69912,,Bus
1751528.7518,5932150.8381,437279,3627-bbdb3b82,3627,Lovell Court,,Stop,-36.74429,174.69729,,Bus
1751642.1383,5931041.2723,437280,3629-1b7787ab,3629,Rothwell Avenue,,Stop,-36.75427,174.69878,,Bus
1757627.8389,5927059.6802,437281,3630-18b4c142,3630,Barrys Point Road,,Stop,-36.78917,174.76663,,Bus
1754889.115,5930250.5648,437282,3631-1ff27c1b,3631,Tawavale Crescent,,Stop,-36.76087,174.7353,,Bus
1752732.8117,5931408.0508,437283,3633-c3703c92,3633,Rosedale Park North,,Stop,-36.75079,174.71092,,Bus
1750169.5781,5949306.017,437284,3634-747cc366,3634,Tauranga Place,,Stop,-36.58992,174.67871,,Bus
1752995.8015,5931382.2606,437285,3635-ce85de92,3635,Saturn Place,,Stop,-36.75098,174.71387,,Bus
1753760.2834,5931135.484,437286,3637-ba07a155,3637,Meadowood Community House,,Stop,-36.75308,174.72248,,Bus
1753942.6099,5931044.5278,437287,3639-65a0f0b3,3639,Santiago Crescent,,Stop,-36.75387,174.72454,,Bus
1753879.5462,5930914.7084,437288,3641-035ae62a,3641,Devonshire Reserve,,Stop,-36.75505,174.72386,,Bus
1756745.5504,5928352.2187,437289,3642-7208ca28,3642,Napoleon Avenue,,Stop,-36.77767,174.75648,,Bus
1753682.7629,5930847.2236,437290,3643-68385553,3643,Exeter Place,,Stop,-36.75569,174.72167,,Bus
1756780.8823,5928331.5933,437291,3645-a9fe9214,3645,Napoleon Avenue,,Stop,-36.77785,174.75688,,Bus
1753513.8561,5930790.3315,437292,3647-826c19e2,3647,Devonshire Road,,Stop,-36.75623,174.71979,,Bus
1753586.3265,5930400.6029,437293,3649-b3a5ee14,3649,Mandeville Place,,Stop,-36.75973,174.72068,,Bus
1753689.2662,5930265.5768,437294,3651-e08179c4,3651,Caribbean Drive/Goldfinch Rise,,Stop,-36.76093,174.72186,,Bus
1759436.144,5925616.5957,437295,3652-47a90057,3652,Takapuna Grammar School,,Stop,-36.80187,174.78719,,Bus
1753455.7179,5931133.1904,437296,3653-6c9c08ef,3653,Jumento Place,,Stop,-36.75315,174.71907,,Bus
1753177.8537,5931076.028,437297,3655-034a5715,3655,Grenadine Place,,Stop,-36.75371,174.71597,,Bus
1753049.9875,5930867.4601,437298,3657-fbe85692,3657,Barbados Drive/Unsworth Drive,,Stop,-36.75561,174.71458,,Bus
1753050.5574,5930699.8723,437299,3659-99818658,3659,Westminster Gardens,,Stop,-36.75712,174.71462,,Bus
1753134.8357,5930419.8058,437300,3661-9b478b77,3661,Rifleman Rise,,Stop,-36.75963,174.71562,,Bus
1753200.9738,5930074.586,437301,3663-ebd9bf2a,3663,Albany Highway/Unsworth Drive,,Stop,-36.76273,174.71643,,Bus
1753575.2063,5929881.4212,437302,3665-d424a51e,3665,Girrahween Drive,,Stop,-36.76441,174.72066,,Bus
1753776.6742,5930160.7933,437303,3667-89ecb3e0,3667,Caribbean Drive,,Stop,-36.76186,174.72286,,Bus
1753827.2407,5930340.7788,437304,3669-9f71b26e,3669,Sunset Road/Trias Road,,Stop,-36.76023,174.72339,,Bus
1754899.1109,5927750.0032,437305,3670-81ba98ab,3670,Sunhaven Avenue,,Stop,-36.7834,174.73592,,Bus
1753889.1538,5930654.8444,437306,3671-424caf14,3671,93 Sunset Road,,Stop,-36.75739,174.72402,,Bus
1753017.7379,5924339.1389,437307,3672-5e9ca25d,3672,Heaton Grove,,Stop,-36.81444,174.71553,,Bus
1754170.6658,5930865.0689,437308,3673-7b27aee1,3673,Meadowood Drive,,Stop,-36.75545,174.72713,,Bus
1754078.54,5930114.2914,437309,3675-7ab60224,3675,Cheval Drive,,Stop,-36.76223,174.72625,,Bus
1754296.7758,5930084.827,437310,3677-03d50af9,3677,51 Target Road,,Stop,-36.76246,174.7287,,Bus
1749150.9618,5928399.4953,437311,3678-9865320f,3678,Marae Road,,Stop,-36.77847,174.6714,,Bus
1754676.6119,5929857.1078,437312,3679-e72eaaeb,3679,Sunnynook Road,,Stop,-36.76445,174.733,,Bus
1755107.4107,5929437.5596,437313,3683-b8b44a3a,3683,Target Road,,Stop,-36.76816,174.73791,,Bus
1749302.3665,5928225.945,437314,3684-e55dd4e5,3684,Pounamu Avenue,,Stop,-36.78001,174.67313,,Bus
1755145.5346,5929717.6468,437315,3685-63256dec,3685,Wairau Park,,Stop,-36.76563,174.73828,,Bus
1751117.3546,5932422.2464,437316,3686-07bdda34,3686,Kristin School,,Stop,-36.74191,174.69263,,Bus
1755026.7453,5930109.3434,437317,3687-d6aea259,3687,Totaravale Drive/Link Drive,,Stop,-36.76212,174.73687,,Bus
1750805.4714,5949947.41,437318,3688-e0b388cd,3688,Evelyn Page Retirement Village,,Stop,-36.58404,174.68569,,Bus
1754765.53,5930329.3807,437319,3689-f4a69fcd,3689,Totaravale Reserve,,Stop,-36.76018,174.7339,,Bus
1756593.9827,5928509.2641,437320,3690-73c5626b,3690,Waterloo Road,,Stop,-36.77628,174.75475,,Bus
1754624.5602,5930385.2037,437321,3691-14d730fb,3691,Athena Drive/Trias Road,,Stop,-36.7597,174.73231,,Bus
1754340.3676,5930570.1294,437322,3693-4d9def77,3693,Rewi Alley Reserve,,Stop,-36.75808,174.72909,,Bus
1754045.658,5930420.0774,437323,3695-0095e3f6,3695,Tacitus Place,,Stop,-36.75948,174.72582,,Bus
1752642.998,5930229.9567,437324,3699-d565dcce,3699,Westminster Christian School,,Stop,-36.76142,174.71015,,Bus
1752704.5427,5932425.1153,437325,3702-14aae846,3702,Rosedale Plaza,,Stop,-36.74163,174.7104,,Bus
1752461.073,5930343.074,437326,3705-14eed173,3705,Upper Harbour Drive,,Stop,-36.76043,174.70809,,Bus
1753438.3091,5929766.2438,437327,3707-fe97c727,3707,Sunset Road,,Stop,-36.76547,174.71915,,Bus
1757914.5624,5926346.3111,437328,3708-b142a6a0,3708,Harbourside Church,,Stop,-36.79555,174.76999,,Bus
1753530.6566,5929489.3563,437329,3709-b36b5b3e,3709,Glenfield Road/James Street,,Stop,-36.76795,174.72024,,Bus
1755977.0943,5938158.0573,437330,3710-678db584,3710,Remuremu Street,,Stop,-36.68944,174.74587,,Bus
1754075.4618,5929349.6991,437331,3711-e5ef1ef0,3711,Ellice Road,,Stop,-36.76912,174.72637,,Bus
1755553.917,5938381.0524,437332,3712-a7feef51,3712,Cavalli Road,,Stop,-36.6875,174.74109,,Bus
1754449.5641,5929250.8283,437333,3713-c4fc56b3,3713,View Road,,Stop,-36.76995,174.73058,,Bus
1754681.1552,5928678.4195,437334,3717-1da525d8,3717,Ashfield Road,,Stop,-36.77507,174.73329,,Bus
1754537.7407,5928499.0094,437335,3719-9c5c16f3,3719,Weldene Avenue,,Stop,-36.77671,174.73172,,Bus
1755006.5633,5927915.6328,437336,3721-1e3d7493,3721,Chivalry Road/Bruce Road,,Stop,-36.78189,174.73709,,Bus
1752351.0308,5931282.8018,437337,3722-c965b636,3722,Bush Road/William Pickering Drive,,Stop,-36.75198,174.70667,,Bus
1754523.9235,5927735.7174,437338,3723-051a9a16,3723,Lingfield Street,,Stop,-36.78359,174.73172,,Bus
1754276.2188,5927168.6516,437339,3726-b79d57d0,3726,Blenheim Street,,Stop,-36.78874,174.72906,,Bus
1754338.8092,5928161.8999,437340,3727-8a82e396,3727,Chivalry Road/Diana Drive,,Stop,-36.77978,174.72956,,Bus
1754729.2415,5928080.4755,437341,3728-92762736,3728,Chivalry Road/Bruce Road,,Stop,-36.78045,174.73395,,Bus
1754249.8863,5928181.2639,437342,3729-19f42f39,3729,Glenfield Presbyterian Church,,Stop,-36.77962,174.72856,,Bus
1755284.256,5926839.6229,437343,3730-7815786c,3730,Hillcrest Avenue/Holland Road,,Stop,-36.79154,174.74042,,Bus
1754003.0658,5928355.5189,437344,3731-c229b120,3731,Colin Wild Place,,Stop,-36.77809,174.72576,,Bus
1753812.794,5928497.6734,437345,3733-6ea26732,3733,Chivalry Road/Glenfield Road,,Stop,-36.77684,174.7236,,Bus
1754474.6121,5927773.2334,437346,3735-f5d96f3a,3735,Lingfield Street,,Stop,-36.78326,174.73116,,Bus
1754371.8796,5932265.3232,437347,3736-5c96f070,3736,Arrenway Drive,,Stop,-36.7428,174.7291,,Bus
1755436.5601,5928242.9749,437348,3737-5c965db8,3737,Poland Road,,Stop,-36.77887,174.74184,,Bus
1752350.3447,5931494.7819,437349,3738-590d9812,3738,Volkner Place,,Stop,-36.75007,174.70662,,Bus
1755298.4861,5928112.3112,437350,3739-0dabb3e6,3739,Locket Road,,Stop,-36.78007,174.74032,,Bus
1752238.0242,5931907.4015,437351,3740-1def0d2a,3740,Tarndale Grove,,Stop,-36.74637,174.70528,,Bus
1752943.7137,5934162.0844,437352,3742-a592e76b,3742,Civic Crescent,,Stop,-36.72594,174.71273,,Bus
1754770.849,5927618.0438,437353,3743-07dec6ba,3743,McFetridge Park,,Stop,-36.78461,174.73451,,Bus
1752520.2739,5934362.7463,437354,3744-2d944a90,3744,Munroe Lane,,Stop,-36.7242,174.70795,,Bus
1754472.0751,5927337.1278,437355,3745-479d3e68,3745,Archers Road/Beatrice Avenue,,Stop,-36.78719,174.73122,,Bus
1754244.4034,5924323.6943,437356,3746-9c59e17e,3746,Mariposa Crescent,,Stop,-36.81438,174.72928,,Bus
1754235.2211,5927419.0975,437357,3747-7243f674,3747,Wykeham Place,,Stop,-36.78649,174.72855,,Bus
1754484.937,5927653.1881,437358,3749-f009bbd7,3749,Chequers Avenue,,Stop,-36.78434,174.7313,,Bus
1752177.3295,5930004.1012,437359,3750-ce8258ec,3750,Emily Lane,,Stop,-36.76353,174.70498,,Bus
1753437.1182,5929302.373,437360,3751-9c9c9db8,3751,Spinella Drive/James Street,,Stop,-36.76965,174.71923,,Bus
1751730.6337,5929387.2423,437361,3752-7edce46b,3752,Kereru Grove,,Stop,-36.76916,174.7001,,Bus
1753233.5467,5929152.8773,437362,3753-d091e62a,3753,Fernwood Grove,,Stop,-36.77103,174.71698,,Bus
1752962.5466,5928976.8405,437363,3755-307bd4b1,3755,Laser Place,,Stop,-36.77266,174.71398,,Bus
1749109.1443,5928765.3381,437364,3756-a66d2b85,3756,Greenhithe Shops,,Stop,-36.77518,174.67086,,Bus
1752726.1495,5929087.6114,437365,3757-cfc2689d,3757,Spinella Reserve,,Stop,-36.7717,174.71131,,Bus
1752451.4318,5929002.6278,437366,3759-0c2e402d,3759,Bayview Road,,Stop,-36.77251,174.70825,,Bus
1750579.6906,5929180.1101,437367,3760-7a05dfd6,3760,Mackay Drive,,Stop,-36.77121,174.68725,,Bus
1752466.8545,5933270.5693,437368,3764-0be23724,3764,Bushlands Park Drive,,Stop,-36.73405,174.70757,,Bus
1751992.8785,5928721.1492,437369,3765-a01b9796,3765,Hale Crescent,,Stop,-36.77512,174.70317,,Bus
1752137.6959,5932542.8704,437370,3766-e3585823,3766,Pinehurst School,,Stop,-36.74066,174.70403,,Bus
1752068.9933,5928483.4102,437371,3767-37445ade,3767,Houston Place,,Stop,-36.77725,174.70407,,Bus
1750223.6246,5929138.6612,437372,3768-5601d5aa,3768,Durbin Court,,Stop,-36.77164,174.68327,,Bus
1752127.4694,5928308.1324,437373,3769-536e2985,3769,Manuka Road,,Stop,-36.77882,174.70476,,Bus
1752352.5069,5928212.0072,437374,3771-93be995d,3771,Anne McLean Drive,,Stop,-36.77965,174.7073,,Bus
1752674.083,5928472.611,437375,3773-8a2b7314,3773,Leigh Terrace,,Stop,-36.77725,174.71085,,Bus
1752832.3715,5928687.2973,437376,3775-bec4394c,3775,Bayview Road,,Stop,-36.77529,174.71258,,Bus
1753364.2422,5928774.3121,437377,3777-ac1112c0,3777,Elliott Avenue,,Stop,-36.77442,174.71852,,Bus
1752206.3289,5931231.0012,437378,3778-60a247ad,3778,Beatrice Tinsley Crescent,,Stop,-36.75247,174.70506,,Bus
1752055.7217,5931349.0994,437379,3780-7fe5c621,3780,Te Kea Place,,Stop,-36.75143,174.70335,,Bus
1751903.384,5931470.5547,437380,3782-2328a21b,3782,Armstrong Road,,Stop,-36.75036,174.70162,,Bus
1753327.3966,5928114.6481,437381,3783-17dd3739,3783,Kaipatiki Park,,Stop,-36.78037,174.71824,,Bus
1751669.85,5931797.6471,437382,3784-5516431f,3784,Douglas Alexander Parade,,Stop,-36.74745,174.69894,,Bus
1752918.3704,5928205.2191,437383,3785-d70b5c19,3785,Easton Park Parade,,Stop,-36.77962,174.71364,,Bus
1751513.9668,5932173.2957,437384,3786-4937ac69,3786,Lovell Court,,Stop,-36.74409,174.69712,,Bus
1752667.7083,5927567.1383,437385,3789-30faf6c2,3789,Tamahere Drive,,Stop,-36.78541,174.71096,,Bus
1752735.2251,5927299.5809,437386,3791-a80edd3d,3791,Beaudine Drive,,Stop,-36.78781,174.71177,,Bus
1752785.862,5931428.1884,437387,3792-db28f7db,3792,Rosedale Park North,,Stop,-36.7506,174.71151,,Bus
1752683.7446,5927166.2176,437388,3793-8ec8cefd,3793,Windy Ridge School,,Stop,-36.78902,174.71122,,Bus
1753024.0324,5931362.8888,437389,3794-f6ce62d8,3794,Saturn Place,,Stop,-36.75115,174.71419,,Bus
1753724.9873,5931109.4841,437390,3796-80fc66e9,3796,Meadowood Community House,,Stop,-36.75332,174.72209,,Bus
1753889.152,5931100.9802,437391,3798-5bd333eb,3798,Santiago Crescent,,Stop,-36.75337,174.72393,,Bus
1753885.7153,5930910.1582,437392,3802-42599825,3802,Devonshire Reserve,,Stop,-36.75509,174.72393,,Bus
1753685.3013,5930839.4094,437393,3804-7609eb57,3804,Exeter Place,,Stop,-36.75576,174.7217,,Bus
1753523.6759,5930790.155,437394,3806-ec9f39f0,3806,Devonshire Road,,Stop,-36.75623,174.7199,,Bus
1753601.3224,5930390.3452,437395,3808-1bf18354,3808,Mandeville Place,,Stop,-36.75982,174.72085,,Bus
1753702.7957,5930273.1019,437396,3810-b582ca58,3810,Caribbean Drive/Goldfinch Rise,,Stop,-36.76086,174.72201,,Bus
1755504.9528,5927292.8447,437397,3811-a8956735,3811,Sunnybrae Road/Holland Road,,Stop,-36.78742,174.7428,,Bus
1753436.791,5931123.5422,437398,3812-932ab8af,3812,Jumento Place,,Stop,-36.75324,174.71886,,Bus
1755703.1439,5927049.5123,437399,3813-c4efbe50,3813,Sunnybrae Normal School,,Stop,-36.78958,174.74507,,Bus
1753178.5873,5931067.1365,437400,3814-7ecec6c8,3814,Grenadine Place,,Stop,-36.75379,174.71598,,Bus
1755865.9955,5926875.6286,437401,3815-a898881d,3815,Evelyn Place,,Stop,-36.79112,174.74693,,Bus
1753069.2711,5930897.0788,437402,3816-4ca57e66,3816,Barbados Drive/Unsworth Drive,,Stop,-36.75534,174.71479,,Bus
1755296.8982,5927240.033,437403,3817-645131e2,3817,Tye Road,,Stop,-36.78793,174.74048,,Bus
1753056.2896,5930670.9152,437404,3820-bb42f255,3820,Westminster Gardens,,Stop,-36.75738,174.71469,,Bus
1753129.8951,5930393.2595,437405,3822-dc0e4c8e,3822,Rifleman Rise,,Stop,-36.75987,174.71557,,Bus
1754551.2225,5927024.9504,437406,3823-df231f2a,3823,Coronation Road/Beatrice Avenue,,Stop,-36.78999,174.73217,,Bus
1753166.8798,5930165.0902,437407,3824-61b809f2,3824,Bronzewing Terrace,,Stop,-36.76192,174.71603,,Bus
1753649.0501,5930015.4877,437408,3826-ba110925,3826,Tenbless Court,,Stop,-36.76319,174.72146,,Bus
1753887.2581,5926785.0256,437409,3827-51a51dc0,3827,Coronation Road/Glenfield Road,,Stop,-36.79226,174.72478,,Bus
1753815.9956,5930360.9575,437410,3828-ff3cd79c,3828,Trias Road,,Stop,-36.76005,174.72326,,Bus
1754387.6375,5926518.5129,437411,3829-530fbc43,3829,Hume Drive/Mountbatten Avenue,,Stop,-36.79458,174.73044,,Bus
1753863.9386,5930643.0908,437412,3830-1431ef34,3830,114 Sunset Road,,Stop,-36.7575,174.72374,,Bus
1754264.4022,5926218.876,437413,3831-8baf737a,3831,Betsland Crescent,,Stop,-36.7973,174.72912,,Bus
1754126.0969,5926072.6625,437414,3833-16abb69d,3833,Gretel Place,,Stop,-36.79864,174.7276,,Bus
1753945.5838,5930168.8488,437415,3834-2305ca4c,3834,Sunset Road,,Stop,-36.76176,174.72475,,Bus
1754368.9383,5925978.3776,437416,3835-1bd0ab73,3835,Moore Street/Tilden Avenue,,Stop,-36.79945,174.73034,,Bus
1754103.5539,5930114.95,437417,3836-9c956991,3836,Cheval Drive,,Stop,-36.76222,174.72653,,Bus
1754961.9965,5926297.2375,437418,3837-138c3aed,3837,Willow Park School,,Stop,-36.79648,174.73692,,Bus
1754322.7424,5930088.7971,437419,3838-15d23b09,3838,54 Target Road,,Stop,-36.76242,174.72899,,Bus
1755334.1262,5926244.9681,437420,3839-c02708fc,3839,Ocean View Road,,Stop,-36.79689,174.7411,,Bus
1754646.2855,5929957.5387,437421,3840-af88acc4,3840,Target Road Primary School,,Stop,-36.76355,174.73264,,Bus
1755014.2145,5926469.4186,437422,3841-be16e9ac,3841,Sylvia Road/Lynden Avenue,,Stop,-36.79492,174.73747,,Bus
1755382.3014,5926635.8531,437423,3843-cde4cbe7,3843,Hillcrest Avenue,,Stop,-36.79336,174.74156,,Bus
1755041.3932,5929342.2057,437424,3844-9c51b3e9,3844,Target Road/Wairau Road,,Stop,-36.76903,174.73719,,Bus
1754388.6413,5926573.9848,437425,3845-e7da028a,3845,Hume Drive,,Stop,-36.79408,174.73044,,Bus
1755100.4313,5929446.5648,437426,3846-7e5139b0,3846,Target Road,,Stop,-36.76808,174.73783,,Bus
1754707.2336,5926767.9786,437427,3847-497d8f7e,3847,Mountbatten Avenue/Lynden Avenue,,Stop,-36.79228,174.73397,,Bus
1755104.63,5929776.0993,437428,3848-6938b212,3848,Wairau Park,,Stop,-36.76511,174.73781,,Bus
1754669.7223,5926865.2115,437429,3849-dd3ac529,3849,Lynden Avenue/Mountbatten Avenue,,Stop,-36.79141,174.73353,,Bus
1754988.5762,5930171.075,437430,3850-56d73296,3850,Totaravale Drive/Link Drive,,Stop,-36.76157,174.73643,,Bus
1754540.1399,5927201.6096,437431,3851-5680653e,3851,Nea Place,,Stop,-36.7884,174.73201,,Bus
1754749.7635,5930346.3133,437432,3852-d2909d54,3852,Totaravale Reserve,,Stop,-36.76003,174.73372,,Bus
1754623.1765,5930407.4246,437433,3854-8f4d7048,3854,Athena Drive/Trias Road,,Stop,-36.7595,174.73229,,Bus
1754494.3211,5930540.7117,437434,3856-8b76e424,3856,Atlantis Place,,Stop,-36.75832,174.73082,,Bus
1754686.72,5925735.123,437435,3857-e1021eb3,3857,Lydia Avenue,,Stop,-36.80159,174.73395,,Bus
1754032.3955,5930476.916,437436,3858-db2795ed,3858,Tacitus Place,,Stop,-36.75897,174.72566,,Bus
1754950.9366,5925835.759,437437,3859-20f73eed,3859,Pupuke Road,,Stop,-36.80064,174.73689,,Bus
1753350.9376,5929823.3024,437438,3860-def3ea6d,3860,Sunset Road,,Stop,-36.76497,174.71816,,Bus
1755236.9446,5926103.5717,437439,3861-defe493b,3861,Alton Avenue,,Stop,-36.79818,174.74004,,Bus
1752711.3551,5930157.7088,437440,3862-2e657974,3862,Westminster Christian School,,Stop,-36.76206,174.71093,,Bus
1754423.9043,5925662.1987,437441,3864-d00f2924,3864,Pupuke Road/Tilden Avenue,,Stop,-36.80229,174.73102,,Bus
1756000.8149,5926828.7725,437442,3865-61247a58,3865,Northcote Road/Onewa Domain,,Stop,-36.79152,174.74845,,Bus
1756765.4008,5927537.2503,437443,3867-c879e83d,3867,Taharoto Road,,Stop,-36.78501,174.75687,,Bus
1754577.4026,5928569.3186,437444,3868-69cfbe6e,3868,Weldene Avenue,,Stop,-36.77607,174.73215,,Bus
1756800.1933,5927876.2146,437445,3869-83268ec4,3869,North Shore Hospital,,Stop,-36.78195,174.75719,,Bus
1754953.4352,5927988.7345,437446,3870-44f42e01,3870,Chivalry Road/Bruce Road,,Stop,-36.78124,174.73648,,Bus
1753654.8438,5929146.4169,437447,3871-11ebdb95,3871,Glenfield Road/Wairau Road,,Stop,-36.77102,174.7217,,Bus
1754712.5669,5928096.315,437448,3872-ab0bf68a,3872,Chivalry Road/Bruce Road,,Stop,-36.78031,174.73376,,Bus
1753626.6763,5928771.8139,437449,3873-a27af2f5,3873,Hogans Road,,Stop,-36.7744,174.72146,,Bus
